variable,problema,valor,frecuencia
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO TECNOLOGICO  ""GERARDI""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO TECNOLOGICO ""PIEDRA PARTIDA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGÉLICO MIXTO PLENITUD,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLÓGICO SAN CRISTÓBAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO MIXTO DE EDUCACIÓN MUNICIPAL ""VALLE DEL SOL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO URBANO MIXTO TECNICO EN COMPUTACION ITCRB,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO 20 DE MAYO,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PREVOCACIONAL MIXTO 'SAN BERNARDINO',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO  SUNESIS,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MUNICIPAL DE DIVERSIFICADO POCHUTA CENTENARIO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO TECNOLÓGICO BILINGÜE ""EL HERMANO PEDRO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TECNOLÓGICO BILINGÜE EL HERMANO PEDRO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO CATÓLICO ECO-TECNOLÓGICO ""SAGRADO CORAZÓN DE JESÚS""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PARTICULAR MIXTO BILINGUE  ""SANTA FAMILIA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TECNOLOGICO BILINGUE EL HERMANO PEDRO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO TECNOLÓGICO MIXTO BILINGÜE ""BELÉN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO PRIVADO POCHUTECO ""CAMINO AL FUTURO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO DE EDUCACIÓN EXTRAESCOLAR ""ESCUELA DE CAFICULTURA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO EDUCATIVO ""RUNAWAL B ALAM YA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO MIXTO ""SAN JOSÉ""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO TECNOLÓGICO PRIVADO DE SANTA ROSA ""CRISTO VIVE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TÉCNICO INTEGRADO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO MIXTO ""SAN JOSE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO TECNOLOGICO PRIVADO DE SANTA ROSA  ""CRISTO VIVE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO 'SAN ANTONIO',1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO DE EDUCACION  PRESBITERO GUILLERMO JAGENEAU,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO BILINGUE 'VILLA REAL',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO BILINGUE  VILLA REAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE NIVEL MEDIO DE PROYECCION SOCIAL Y COMUNITARIA LA VOZ DE LA ESPERANZA,1
ESTABLECIMIENTO,categoria duplicada por escritura,ESCUELA NORMAL PARTICULAR DEL SUR,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO VOCACIONAL MIXTO THEODORE SCHULTZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMÁTICO  CIS""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO 'CENTRO INTEGRAL SISTEMATICO -CIS-',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO TECNOLOGICO INDUSTRIAL CETI,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO TECNOLOGICO INDUSTRIAL ""CETI""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO TECNOLOGICO INDUSTRIAL -CETI-,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO TECNOLÓGICO INDUSTRIAL ""CETI""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PARTICULAR MIXTO  ""SANTA MARIA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO BILINGUE  PEDAGOGICO MODERNO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TECNOLOGICO DE INFORMATICA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO LA ESPERANZA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO  LA ESPERANZA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO EDUCATIVO ""NUEVA ASUNCIÓN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO TECNOLÓGICO BILINGÜE ""CUAUHTEMALLAN DE SOLOLA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO DE FORMACION PROFESIONAL CEFPRO,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO PROFESIONAL LAS AMERICAS,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO ""MONTE SION""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"""CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-DEPARTAMENTAL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PRIVADO URBANO MIXTO ""SOLOLÁ""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO DE FORMACIÓN TÉCNICA -CEFTEC-,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO ""INTEGRAL SOLOLATECO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PRIVADO DE EDUCACIÓN DIVERSIFICADA ""CONOCIMIENTO Y VERDAD""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO DR.JORGE ROMERO IMERY,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO COMUNITARIO DE CIENCIAS COMERCIALES ""EL ALTIPLANO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO DE COMPUTACIÓN INFORMÁTICA ""POTENCIA TECNOLÓGICA DEL FUTURO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO SAN FRANCISCO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO URBANO PARA VARONES 'ATITLAN',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE COMPUTACION INFORMATICA POTENCIA TECNOLOGICA DEL FUTURO,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO PRIVADO SABIDURIA CEPSA,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO  SANTO DOMINGO,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO SISTEMATICO INTEGRAL LISI,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRE-UNIVERSITARIO ""DANIEL CAMPA ROSALES""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- GRUPO CEIBA -GRUCE-,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO EDUCATIVO EN COMPUTACIÓN ""NUEVA ESPERANZA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'REPUBLICA DE GUATEMALA',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO INDUSTRIAL 'GEORG KERSCHENSTEINER',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO PARRAMOS PROF. RIGOBERTO ZAMORA CHARUC,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO LATINOAMERICANO ""GOSPEL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRIVADO MIXTO ""SANTA MARIA DEL CAMINO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO BILINGUE ""LOS ANGELES""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO INDUSTRIAL ZARAGOZA DE HEREDIA,1
ESTABLECIMIENTO,categoria duplicada por escritura,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA  -PRONEA-,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRIVADO MIXTO ""NUESTRA SEÑORA DEL CARMEN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO MEIT,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO NUEVO AMANECER CON VISIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PRIVADO  MIXTO ""JOSE ERNESTO MONZON""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO BILINGÜE ""LOS ANGELES""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""SANTO DOMINGO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO SAN PABLO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO BEATO HERMANO PEDRO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO 'PANAMERICANO',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO 'LICEO MAZATECO',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO CENTRAL DE SUCHITEPEQUEZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO MAYA MAZATENANGO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO  IMPERIAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO VERAPAZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO CIENTIFICO EN INFORMATICA, ELECTRONICA Y TELECOMUNICACIONES ADY",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO FUTURO AMANECER,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMATICA,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO SAN CRISTÓBAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO DE FORMACIÓN TÉCNICO PROFESIONAL ""NEXUS""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO NUESTRA SEÑORA DE LA ASUNCION,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO  AKALTIC,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO  LA ENSEÑANZA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO DE FORMACION ACADEMICA, TECNOLOGICA Y OCUPACIONAL ""JACK & MARIE EITING""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO DE FORMACION ACADÉMICA, TECNOLÓGICA Y OCUPACIONAL JACK & MARIE EITING",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGÉLICO MIXTO ADONAI,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO  MIXTO VALLE DEL POLOCHIC,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO STHELLA DE HERNANDEZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO SAN JOSÉ,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO STHELLA DE HERNÁNDEZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACIÓN BÁSICA BILINGUE INTERCULTURAL LA TRINIDAD,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO DE EDUCACIÓN BÁSICA BILINGUE INTERCULTURAL ""LA TRINIDAD""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO SALESIANO DON BOSCO,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO PRIVADO  TALITA KUMI,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO ISAIAS BARRIENTOS,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO DE EDUCACIÒN BILINGÜE INTERCULTURAL IMEBI,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABON -CEPREC-,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO  SANTA MARIA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO DE EDUCACIÓN FORTALEZA DEL FUTURO -INMEFF-,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO MIXTO PRIVADO ""ASDECHI""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO PREUNIVERSITARIO ""SAN CRISTÓBAL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PARTICULAR MIXTO  ""CENTROAMERICANO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO PRIVADO  JOSE ORTEGA Y GASSET,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO CRISTIANO MESOAMERICANO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO 'SUPERACION',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGELICO PRIVADO MIXTO EBEN-EZER,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS  NUEVO HORIZONTE,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO EN COMPUTACIÓN DEL NORTE,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO 'LICEO CUYOTECO',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO  LICEO CUYOTECO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PRIVADO  MIXTO ""EL ALFARERO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO ""MONTE VERDE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO LICEO LORENZANO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO MONTESSORI,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO DE COMPUTACION ""SIGLO 21""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGELICO NUEVA JERUSALEN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO  LICEO SAN ANTONIO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRIVADO MIXTO ""INNOVACION EDUCATIVA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO  EDUCATIVO TÉCNICO EVANGÉLICO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRIVADO ""SAN ANDRES""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO  MIXTO ""NUEVO AMANECER""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO SANTA BARBARA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRIVADO MIXTO LA ""UNION""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PRIVADO  MIXTO EVANGELICO ""LOS OLIVOS""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO 'ELIM',1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO EVANGELICO PRIVADO MIXTO ""NUEVA VISION""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO EDUCACION Y DESARROLLO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO EVANGELICO PRIVADO MIXTO ""EBEN-EZER""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO CATOLICO PRIVADO SAN JOSE,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO EVANGELICO PRIVADO MIXTO ""EBEN EZER""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLÓGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,1
DIRECCION,espacios multiples internos,"4TA. AVENIDA NORTE 1RA. CALLE  ""A""  LOTIFICACIÓN EL BILBAO",10
DIRECCION,espacios multiples internos,"9A.  AVENIDA  4-31 ZONA  19,  COLONIA  LA  FLORIDA",4
DIRECCION,espacios multiples internos,"6A. AVENIDA  Y  1A. CALLE, NO. 126 ZONA 5",4
DIRECCION,espacios multiples internos,"2A. CALLE 2-65 ZONA 2, COLONIA MAYA BARRIO  LA UNION",4
DIRECCION,espacios multiples internos,10ª.  CALLE 1-47,3
DIRECCION,espacios multiples internos,"29A. AVENIDA 19-50 COLONIA VILLA HERMOSA  I, ZONA 7",3
DIRECCION,espacios multiples internos,"7A. CALLE Y  8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARRON",3
DIRECCION,espacios multiples internos,"7MA. CALLE  6-71 ZONA 1, BARRIO BRISAS DEL RIO",3
DIRECCION,espacios multiples internos,16 AVENIDA 8-52  A  ZONA 1,3
DIRECCION,espacios multiples internos,CALZADA CENTENARIO 1-00 ZONA 2 1ER. GRUPO  COLONIA FLOR DEL CAFÉ,3
DIRECCION,espacios multiples internos,2DA. AVENIDA  1-37 ZONA 2 COLONIA ACEITUNO,3
DIRECCION,espacios multiples internos,6A.  AVENIDA 2-21 ZONA 1,3
DIRECCION,espacios multiples internos,10  CALLE 3-15,3
DIRECCION,espacios multiples internos,2A. AVENIDA 4-34 CANTON MATAZANO  ZONA 4,2
DIRECCION,espacios multiples internos,4A.  CALLE  4-39  C  ZONA 1,2
DIRECCION,espacios multiples internos,"LOTE  19  MANZANA  A, LINDA  VISTA  I",2
DIRECCION,espacios multiples internos,CALLE  C  LOTE 129 COLONIA LUPITA,2
DIRECCION,espacios multiples internos,"DE LA PENINTECIARIA (INTERIOR DEL TEMPLO DE LA IGLESIA DEL NAZARENO) CALZADA JUSTO RUFINO BARRIOS,  FRENTE AL CRUCE",2
DIRECCION,espacios multiples internos,"6TA.  AVENIDA  ""A""  6-17,  ZONA 9  DE  MIXCO, COLONIA  SATÉLITE",2
DIRECCION,espacios multiples internos,8A.  AVENIDA 9-42 ZONA 1 MIXCO,2
DIRECCION,espacios multiples internos,ALDEA  PAXCAMAN,2
DIRECCION,espacios multiples internos,"LOTE  392, CALLE CENTRAL",2
DIRECCION,espacios multiples internos,"29 AVENIDA  ""A"" 11-29 ZONA 1, QUETZALTENANGO",2
DIRECCION,espacios multiples internos,"2A. AVENIDA  ""A"" 14-224, ZONA 2",2
DIRECCION,espacios multiples internos,AVE. TEOFILO SOLARES  0-50 ZONA 2,2
DIRECCION,espacios multiples internos,CALLE BELICE PARCELA  A-43,2
DIRECCION,espacios multiples internos,"KM. 19.5   CARRETERA  ROOSEVELT  7-55,  LO  DE COY  ZONA 1",2
DIRECCION,espacios multiples internos,"1A. CALLE 1-14 ZONA 2,  LOTIFICACION EL ROBLE",2
DIRECCION,espacios multiples internos,5A.  CALLE 2-50 ZONA 2 GUATEMALA,2
DIRECCION,espacios multiples internos,"21A.  AVENIDA. 33-58, COLONIA SANTA ELISA ZONA 12",2
DIRECCION,espacios multiples internos,"CALLE VALENTIN BRESSANI, ENTRADA  CAMINO A CANADA",2
DIRECCION,espacios multiples internos,"3A. CALLE 12-08,  ZONA 2",2
DIRECCION,espacios multiples internos,BOSQUES DE  SAN  JULIÁN ZACAPA,2
DIRECCION,espacios multiples internos,10 AVENIDA  9-71 ZONA 3,2
DIRECCION,espacios multiples internos,4A.  AVENIDA  2-28,2
DIRECCION,espacios multiples internos,14 CALLE  C  4-40,2
DIRECCION,espacios multiples internos,9A. CALLE ORIENTE N.13  A,1
DIRECCION,espacios multiples internos,9A. CALLE ORIENTE NO. 13  A,1
DIRECCION,espacios multiples internos,"CASA NO. 80 A,  COLONIA EL TIZATE, ZONA 0",1
DIRECCION,espacios multiples internos,SEGUNDA AVENIDA  Y SEGUNDA CALLE 1-20 ZONA DOS,1
DIRECCION,espacios multiples internos,"3RA. AVENIDA ""A""  1-23 CASCO URBANO ZONA 2",1
DIRECCION,espacios multiples internos,"1RA. CALLE 4-00 Y 4TA. AVENIDA  ""A"" 1-01 CASCO URBANO ZONA 2",1
DIRECCION,espacios multiples internos,4TA. CALLE Y 1A. AV.  A,1
DIRECCION,espacios multiples internos,"0 CALLE ""A"" 0-88 ZONA  2",1
DIRECCION,espacios multiples internos,4A. AVENIDA  8-11 ZONA 3,1
DIRECCION,espacios multiples internos,6A. AVENIDA 4-92  ZONA 2,1
DIRECCION,espacios multiples internos,1A. CALLE CALLEJÓN  LA ALBORADA1-85 ZONA 4.,1
DIRECCION,espacios multiples internos,8A. AVENIDA  A  7-37 ZONA 2,1
DIRECCION,espacios multiples internos,7A.  AVENIDA 1-88 ZONA 2,1
DIRECCION,espacios multiples internos,CANTÓN  CRUZ DE BARRANCAS,1
DIRECCION,espacios multiples internos,CALLE 3 DE MAYO  2-33 ZONA 1,1
DIRECCION,espacios multiples internos,"4TA.  AVENIDA, ZONA 1",1
DIRECCION,espacios multiples internos,6A.  AVENIDA  11-95  ZONA  7  COLONIA  LANDIVAR,1
DIRECCION,espacios multiples internos,"13  AVENIDA  3-76 ZONA  7,  COLONIA  QUINTA  SAMAYOA",1
DIRECCION,espacios multiples internos,13  AVENIDA   04-03 COLONIA   QUINTA  SAMAYOA  ZONA  7,1
DIRECCION,espacios multiples internos,"2A.  CALLE   32-88  ZONA  7,  COLONIA   TOLEDO, CALZADA DOROTEO GUAMUCH",1
DIRECCION,espacios multiples internos,"AVENIDA  MOCTEZUMA  31-02,  ZONA 7, COLONIA  BETHANIA GUATEMALA",1
DIRECCION,espacios multiples internos,4A. CALLE 8-26 COLONIA  QUINTA  SAMAYOA  ZONA 7,1
DIRECCION,espacios multiples internos,4A. CALLE 8-26 COLONIA  QUINTA  SAMAYOA  ZONA 7 GUATEMALA ZONA 7,1
DIRECCION,espacios multiples internos,4 CALLE  12-27  COLONIA  QUINTA  SAMAYOA  ZONA  7,1
DIRECCION,espacios multiples internos,"13 AVENIDA  04-03 COLONIA QUINTA  SAMAYOA, ZONA 7",1
DIRECCION,espacios multiples internos,CALZADA SAN JUAN  12-73  ZONA 7,1
DIRECCION,espacios multiples internos,13  CALLE  30-70  COLONIA  CIUDAD  DE  PLATA I  ZONA 7 GUATEMALA,1
DIRECCION,espacios multiples internos,"32  AV.  ""D""  45-25,  COLONIA  GRANIZO  II,  ZONA  7",1
DIRECCION,espacios multiples internos,"32  AV.  ""D""  45-25,  LOS GRANIZOS  II,  ZONA  7",1
DIRECCION,espacios multiples internos,6A.  AVENIDA 11-95 ZONA 7  COLONIA  LANDÍVAR,1
DIRECCION,espacios multiples internos,13 CALLE  A  29-46 COLONIA CIUDAD DE PLATA I,1
DIRECCION,espacios multiples internos,13 CALLE  B  27-53 KAMINAL JUYU II,1
DIRECCION,espacios multiples internos,CALZADA SAN JUAN 31-97 Y  32 AVENIDA 4-04  ZONA  7 GUATEMALA,1
DIRECCION,espacios multiples internos,6A CALLE  A  7-30 COLONIA QUINTA SAMAYOA,1
DIRECCION,espacios multiples internos,31 AVENIDA  B  10-43 COLONIA CENTROAMERICA,1
DIRECCION,espacios multiples internos,CALZADA SAN JUAN Y 32 AVENIDA 31-97 Y  4-04 ZONA 7,1
DIRECCION,espacios multiples internos,13 CALLE  B  28-88 CIUDAD DE PLATA I,1
DIRECCION,espacios multiples internos,CALZADA SAN JUAN 37-78 ZONA  7 COLONIA EL RODEO,1
DIRECCION,espacios multiples internos,"12 CALLE  A , 32-66 TIKAL III",1
DIRECCION,espacios multiples internos,"CALZADA SAN JUAN Y 32 AVENIDA 31-97, 31-99 Y  4-04  ZONA 7 GUATEMALA",1
DIRECCION,espacios multiples internos,"38 CALLE  ""C""  FINAL COLONIA EL AMPARO I",1
DIRECCION,espacios multiples internos,27 CALLE  A  7-24,1
DIRECCION,espacios multiples internos,"8 CALLE  16-30 ZONA 12, MUNICIPIO DE GUATEMALA , DEPARTAMENTO DE GUATEMALA",1
DIRECCION,espacios multiples internos,6A.  AVENIDA 0-20 ZONA 13. GUATEMALA,1
DIRECCION,espacios multiples internos,6A.  AVENIDA 0-20 ZONA 13 GUATEMALA,1
DIRECCION,espacios multiples internos,"9A. AV. 28-98 COLONIA SANTA FE, INTERIOR 1, ZONA 13 CIUDAD DE GUATEMALA  DEL MUNICIPIO DE GUATEMALA",1
DIRECCION,espacios multiples internos,13 AVENIDA  B  26-81 COLONIA LA LIBERTAD,1
DIRECCION,espacios multiples internos,15 AVENIDA  A  20-51,1
DIRECCION,espacios multiples internos,"5A.  CALLE 0-50 ZONA 14 GUATEMALA , GUATEMALA",1
DIRECCION,espacios multiples internos,"1ERA.CALLE 20-55 ZONA 15 VISTA HERMOSA II GUATEMALA,  GUATEMALA",1
DIRECCION,espacios multiples internos,2A CALLE 16-23   BOULEVARD VISTA HERMOSA I,1
DIRECCION,espacios multiples internos,"8A.  AVENIDA 17-19, COLONIA EL MAESTRO",1
DIRECCION,espacios multiples internos,35 AV. 00-39 CARRETERA AL  ATLANTICO,1
DIRECCION,espacios multiples internos,13A. AVENIDA  6-46,1
DIRECCION,espacios multiples internos,"63 AVENIDA A  5-98, COLONIA PINARES DEL NORTE",1
