variable,problema,valor,frecuencia
SUPERVISOR,categoria duplicada por escritura,IRIS ONDINA HERNÁNDEZ ROJAS DE SOTO,8
SUPERVISOR,categoria duplicada por escritura,VÍCTOR MANUEL PORTILLO RECINOS,8
SUPERVISOR,categoria duplicada por escritura,JUAN CARLOS MORALES GONZALEZ,8
SUPERVISOR,categoria duplicada por escritura,JUAN DEMETRIO SICAJOL PEREZ,7
SUPERVISOR,categoria duplicada por escritura,BRAULIO AMILCAR CHÁN TESUCÚN,7
SUPERVISOR,categoria duplicada por escritura,BRENDA YOHANNA GUDIEL LÓPEZ DE MUÑOZ,7
SUPERVISOR,categoria duplicada por escritura,LILIAN YOLANDA RODRÍGUEZ PINTO DE CASTRO,7
SUPERVISOR,categoria duplicada por escritura,AURA MARINA LORENZO SAGCHÉ,7
SUPERVISOR,categoria duplicada por escritura,RONY ESTUARDO AREVALO CASTILLO,7
SUPERVISOR,categoria duplicada por escritura,SILVIA MAGALY GARCIA GARCIA,7
SUPERVISOR,categoria duplicada por escritura,ELOÍSA MERCEDES GÓMEZ ORÓZCO DE FUENTES,6
SUPERVISOR,categoria duplicada por escritura,DAVID SALOMÓN MEJÍA SAMAYOA,6
SUPERVISOR,categoria duplicada por escritura,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTÍN,6
SUPERVISOR,categoria duplicada por escritura,AUGUSTO MANUEL ANDRES SEBASTIAN,6
SUPERVISOR,categoria duplicada por escritura,KELVIN VIDALÍN DEL VALLE MAZARIEGOS,6
SUPERVISOR,categoria duplicada por escritura,SIMEON  JACOBO PEREZ DOMINGO,6
SUPERVISOR,categoria duplicada por escritura,FLORA MILIÁN MILIÁN DE GARCÍA,6
SUPERVISOR,categoria duplicada por escritura,EDGAR ALBERTO SIMON CHALI,6
SUPERVISOR,categoria duplicada por escritura,EDGAR RUDY MORALES GODÍNEZ,6
SUPERVISOR,categoria duplicada por escritura,ELENA ELIZABETH SÚCHITE GARNICA DE QUINTANILLA,5
SUPERVISOR,categoria duplicada por escritura,JULIO CÉSAR HERRERA ROLDÁN,5
SUPERVISOR,categoria duplicada por escritura,HÉCTOR DAVID MAYÉN MILIÁN,5
SUPERVISOR,categoria duplicada por escritura,ANA LUISA ÁVILA GÓMEZ DE LEMUS,5
SUPERVISOR,categoria duplicada por escritura,SILVIA MARILENA BUEZO MARTÍNEZ,5
SUPERVISOR,categoria duplicada por escritura,JULIO RENÉ HERNÁNDEZ GONZÁLEZ,5
SUPERVISOR,categoria duplicada por escritura,HUMBERTO RENE GORDILLO ARANA,5
SUPERVISOR,categoria duplicada por escritura,IRMA YOLANDA CHACÓN ARROYO,5
SUPERVISOR,categoria duplicada por escritura,JUAN JOSÉ TOBAR TEBALAN,5
SUPERVISOR,categoria duplicada por escritura,FREDY STUARDO QUIÑONEZ DE LEON,5
SUPERVISOR,categoria duplicada por escritura,BRENDA YANETH RAMOS LOPEZ,5
SUPERVISOR,categoria duplicada por escritura,MANUEL EDUARDO CHOLOTIO COCHE,5
SUPERVISOR,categoria duplicada por escritura,CINDY WALESKA BELTETÓN DE MOLINA,5
SUPERVISOR,categoria duplicada por escritura,HORACIO VASQUEZ LOPEZ,4
SUPERVISOR,categoria duplicada por escritura,MANUEL PASCUAL CASTRO GARCÍA,4
SUPERVISOR,categoria duplicada por escritura,JOSE MARLON ESTRADA MUÑOZ,4
SUPERVISOR,categoria duplicada por escritura,AMANDA CAROLINA LOPEZ MÉRIDA,4
SUPERVISOR,categoria duplicada por escritura,IDALIA OLINA GONZÁLEZ REYES,4
SUPERVISOR,categoria duplicada por escritura,HÉCTOR RAÚL ESCÚN VIDES,4
SUPERVISOR,categoria duplicada por escritura,CESAR ROLANDO CHOCOOJ YALIBAT,4
SUPERVISOR,categoria duplicada por escritura,MARTA ALICIA CRUZ PÉREZ,4
SUPERVISOR,categoria duplicada por escritura,OSMAR JOSUE GONZALEZ HERNANDEZ,4
SUPERVISOR,categoria duplicada por escritura,AURELIO CHÓ MAQUÍN,4
SUPERVISOR,categoria duplicada por escritura,NILDA MARITZA ARROYO RODRIGUEZ,4
SUPERVISOR,categoria duplicada por escritura,PEDRO ARMANDO CASTRO CHOCO,4
SUPERVISOR,categoria duplicada por escritura,AGRIPINO PERÉN CUTZAL,4
SUPERVISOR,categoria duplicada por escritura,MARIA DE LOS ANGELES GONZÁLEZ ALDANA,4
SUPERVISOR,categoria duplicada por escritura,ERICK ESTUARDO ALVARADO GALVÁN,3
SUPERVISOR,categoria duplicada por escritura,WILSON ESTUARDO CANAHUI JA,3
SUPERVISOR,categoria duplicada por escritura,JUAN JOSÉ VÁSQUEZ CALDERÓN,3
SUPERVISOR,categoria duplicada por escritura,JUAN DE DIOS MONROY RAMIREZ,3
SUPERVISOR,categoria duplicada por escritura,EDGAR LEONEL SIMON ICU,3
SUPERVISOR,categoria duplicada por escritura,HENRY WILFREDO CHEX TZIRIN,3
SUPERVISOR,categoria duplicada por escritura,MARIO ALEJANDRO NAJARRO GARCIA SALAS,3
SUPERVISOR,categoria duplicada por escritura,TANIA GISEL ESPAÑA DE LEON DE RODRIGUEZ,3
SUPERVISOR,categoria duplicada por escritura,LILIA OLIMPIA CHAPETON CARDONA,3
SUPERVISOR,categoria duplicada por escritura,ERICK IVAN DE LEON DE LEON,3
SUPERVISOR,categoria duplicada por escritura,ELMO ROGELIO RODRIGUEZ ORELLANA,3
SUPERVISOR,categoria duplicada por escritura,GASPAR VÍ CABA,3
SUPERVISOR,categoria duplicada por escritura,DOMINGO ENRIQUE RAMÍREZ MÉNDEZ,3
SUPERVISOR,categoria duplicada por escritura,JORGE FRANCISCO ZABALETA MÉNDEZ,3
SUPERVISOR,categoria duplicada por escritura,KANDY ROSSANA DE LEON MORAN,3
SUPERVISOR,categoria duplicada por escritura,ELIAS NOÉ REYNA DE LEÓN,3
SUPERVISOR,categoria duplicada por escritura,CESAR AUGUSTO RODRIGUEZ CHILEL,3
SUPERVISOR,categoria duplicada por escritura,AMADO BEATO ESCALANTE GONZALEZ,3
SUPERVISOR,categoria duplicada por escritura,CÉSAR EFRAIN BARRERA Y BARRERA,3
SUPERVISOR,categoria duplicada por escritura,MARTA MARÍA BATZ SOCOP DE TZUL,3
SUPERVISOR,categoria duplicada por escritura,XIOMARA ARACELY CUYUCH PEREZ,3
SUPERVISOR,categoria duplicada por escritura,ENA BELISA ZÚÑIGA ALARCÓN,3
SUPERVISOR,categoria duplicada por escritura,EMERSON RAÚL ORTÍZ LÓPEZ,3
SUPERVISOR,categoria duplicada por escritura,ELSY GREES LÓPEZ GÓMEZ,3
SUPERVISOR,categoria duplicada por escritura,SILDY MARIELA PÉREZ FRANCO,2
SUPERVISOR,categoria duplicada por escritura,LAURA CRISTINA GRANDE CRUZ,2
SUPERVISOR,categoria duplicada por escritura, EDUARDO YALIBAT,2
SUPERVISOR,categoria duplicada por escritura,PABLO MALAQUIAS BATEN XILOJ,2
SUPERVISOR,categoria duplicada por escritura,MAXIMILIANO LÓPEZ CRISTOBAL,2
SUPERVISOR,categoria duplicada por escritura,MIGUEL ARTURO MUÑOZ AUDON,2
SUPERVISOR,categoria duplicada por escritura,ÁNGEL ARMENIO LETONA GALINDO,2
SUPERVISOR,categoria duplicada por escritura,MANFREDO WALDEMAR CHILEL PEREZ,2
SUPERVISOR,categoria duplicada por escritura,CÉSAR LEONEL RAMIREZ GALICIA,2
SUPERVISOR,categoria duplicada por escritura,PABLO DE JESÚS SANTOS ALVAREZ,2
SUPERVISOR,categoria duplicada por escritura,ANGEL DIONEL BARRIOS LOPEZ,2
SUPERVISOR,categoria duplicada por escritura,MIRNA MARLENY JUAREZ PEREZ,2
SUPERVISOR,categoria duplicada por escritura,EUNICE GUADALUPE NAJARRO JUAREZ,2
SUPERVISOR,categoria duplicada por escritura,JENNIFER MICHEL RIVERA AGUILAR,2
SUPERVISOR,categoria duplicada por escritura,MARÍA ELENA PALMA MOLINA,2
SUPERVISOR,categoria duplicada por escritura,YURI EMPERATRIZ GABRIEL BAC DE TORRES,2
SUPERVISOR,categoria duplicada por escritura,HUGO RAMIRO GONZÁLEZ CANAHUÍ,2
SUPERVISOR,categoria duplicada por escritura,JUAN SEBASTIÁN MÉNDEZ RAMÍREZ,2
SUPERVISOR,categoria duplicada por escritura,SANTOS REYES DE PAZ CRUZ,2
SUPERVISOR,categoria duplicada por escritura,REINALDO REMIGIO HERNÁNDEZ HERNÁNDEZ,2
SUPERVISOR,categoria duplicada por escritura,MARIA FERNANDA AGUILAR REYES,2
SUPERVISOR,categoria duplicada por escritura,SANDRA PATRICIA LOPEZ DE CAMBARA,2
SUPERVISOR,categoria duplicada por escritura,EMMANUEL MONZON HERRERA,2
SUPERVISOR,categoria duplicada por escritura,AMARILIS NOHEMI MENDEZ MATEO,2
SUPERVISOR,categoria duplicada por escritura,DELMY ELISAMA CHÁVEZ ROBLERO,2
SUPERVISOR,categoria duplicada por escritura,MANUEL LÓPEZ CHIVALÁN,2
SUPERVISOR,categoria duplicada por escritura,RODERICO DE LA CRUZ  ICAL,2
SUPERVISOR,categoria duplicada por escritura,ANTONY HAMILTON DE LEON,2
SUPERVISOR,categoria duplicada por escritura,RUDY GARCIA GONZALEZ,2
SUPERVISOR,categoria duplicada por escritura,YOMAR EFRAIN FLORES BARBERENA,2
SUPERVISOR,categoria duplicada por escritura,AMILCAR ROCAEL VELASQUEZ OROZCO,2
SUPERVISOR,categoria duplicada por escritura,OLGA RUBY ANDRÉS MUÑOZ DE LÓPEZ,2
SUPERVISOR,categoria duplicada por escritura,DAGOBERTO CARLOS TEMAJ FELICIANO,2
SUPERVISOR,categoria duplicada por escritura,JOSUE MANFREDO DE LEON LOPEZ,2
SUPERVISOR,categoria duplicada por escritura,TOMÁS SÁNCHEZ GÓMEZ,2
SUPERVISOR,categoria duplicada por escritura,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,1
SUPERVISOR,categoria duplicada por escritura,CESAR LEONEL GRAMAJO JIMENEZ,1
SUPERVISOR,categoria duplicada por escritura,OTTO VINICIO AJTÚN GARCIA,1
SUPERVISOR,categoria duplicada por escritura,EDGAR ANÍBAL MENÉNDEZ VELÁSQUEZ,1
SUPERVISOR,categoria duplicada por escritura,JUAN MANUEL COLÓ RUCUCH,1
SUPERVISOR,categoria duplicada por escritura,OBED NATANAHEL CASIA CHONAY,1
SUPERVISOR,categoria duplicada por escritura,JULIO CESAR CAGUAY GUTIERRES,1
SUPERVISOR,categoria duplicada por escritura,INGRID AMANDA CAMO TOBAR,1
SUPERVISOR,categoria duplicada por escritura,ELVIS BENJAMÍN IXÍM HERNANDEZ,1
SUPERVISOR,categoria duplicada por escritura,JOSÉ DAVID VELÁSQUEZ ÁNGEL,1
SUPERVISOR,categoria duplicada por escritura,JOSÉ DE JESÚS CAMPOSECO MENDOZA,1
SUPERVISOR,categoria duplicada por escritura,SANDRA PATRICIA MEJÍA GARCÍA,1
SUPERVISOR,categoria duplicada por escritura,NORA ALCIDA VELASQUEZ AGUILAR,1
SUPERVISOR,categoria duplicada por escritura,LUIS FELIPE ICO CAAL,1
SUPERVISOR,categoria duplicada por escritura,ALBA LUZ CRISTINA AGUSTIN MANUEL,1
SUPERVISOR,categoria duplicada por escritura,RUTH MARÍA ROZZOTTO CHÁVEZ,1
SUPERVISOR,categoria duplicada por escritura,NAPOLEON FERNANDO XUC COC,1
SUPERVISOR,categoria duplicada por escritura,RENE SANTISTEBAN HERNANDEZ,1
SUPERVISOR,categoria duplicada por escritura,AROLDO ROMEO DOMINGO TOMAS,1
SUPERVISOR,categoria duplicada por escritura,ESTEBAN FABIAN JOACHIN LOPEZ,1
SUPERVISOR,categoria duplicada por escritura,JOSE OSCAR TIPAZ VELASQUEZ,1
SUPERVISOR,categoria duplicada por escritura,ARACELY GENOVEVA CHITOP AGUARÉ,1
SUPERVISOR,categoria duplicada por escritura,GABINO PASCUAL GÓMEZ,1
SUPERVISOR,categoria duplicada por escritura,LEONEL ARMANDO ORTÍZ MÉNDEZ,1
SUPERVISOR,categoria duplicada por escritura,GLADÍS ARACELY SIMÓN FRANCISCO,1
SUPERVISOR,categoria duplicada por escritura,ROSALINDA VITALINA JIMÉNEZ PÉREZ,1
SUPERVISOR,categoria duplicada por escritura,LUCIO JOÉL GARCÍA JUÁREZ,1
SUPERVISOR,categoria duplicada por escritura,RUDY RUBÉN PÉREZ PÉREZ,1
SUPERVISOR,categoria duplicada por escritura,HERMINIA EGIDIA GOMEZ VELASQUEZ,1
SUPERVISOR,categoria duplicada por escritura,RICARDO HUGO MÉNDEZ PÉREZ,1
SUPERVISOR,categoria duplicada por escritura,ALBERTO ANTONIO ORTIZ MONZÓN,1
SUPERVISOR,categoria duplicada por escritura,SINTYA MARISELA JUÁREZ LÓPEZ DE POSADAS,1
SUPERVISOR,categoria duplicada por escritura,HORACIO ROLANDO OROZCO VÁSQUEZ,1
SUPERVISOR,categoria duplicada por escritura,EDUARDO DE JESÚS LÓPEZ CRISOSTOMO,1
SUPERVISOR,categoria duplicada por escritura,ARMANDO MATEO RAMOS LÓPEZ,1
SUPERVISOR,categoria duplicada por escritura,ROLANDO RENÉ FUENTES MIRANDA,1
SUPERVISOR,categoria duplicada por escritura,BRENDA GRISEL GARCÍA BATRES DE DONIS,1
SUPERVISOR,categoria duplicada por escritura,MÓNICA CECILIA RAMIREZ GALLARDO,1
SUPERVISOR,categoria duplicada por escritura,JUSTO SANTIAGO PONCIO PÚ,1
SUPERVISOR,categoria duplicada por escritura,MILDRED JANETH DE LEON MENDEZ DE FUENTES,1
SUPERVISOR,categoria duplicada por escritura,CARLOS FILEMON SAMAYOA MADRID,1
SUPERVISOR,categoria duplicada por escritura,MAYNOR RENÉ SAQUIC ESPINOZA,1
SUPERVISOR,categoria duplicada por escritura,ANA MARICRUZ CHACON,1
SUPERVISOR,categoria duplicada por escritura,YESENIA CAROLINA TACÁM MORALES,1
SUPERVISOR,categoria duplicada por escritura,KEVIN ALEXIS GARCIA MARTINEZ,1
SUPERVISOR,categoria duplicada por escritura,MARÍA ELENA GARCÍA CONTRERAS DE QUINTO,1
SUPERVISOR,categoria duplicada por escritura,FLOR DE MARIA MORALES CASTAÑEDA,1
DIRECTOR,espacios al inicio o final,JAVIER  SANCHEZ ,6
DIRECTOR,espacios al inicio o final,FREDY AMILCAR CRUZ ,6
DIRECTOR,espacios al inicio o final,FREDY FERNANDO CASTELLANOS ,6
DIRECTOR,espacios al inicio o final,CARLA SIOMARA BELTRAN ,5
DIRECTOR,espacios al inicio o final,HEIDY CAROLINA LOPEZ ,5
DIRECTOR,espacios al inicio o final,AGUSTÍN SENCIÓN ALVARADO ,5
DIRECTOR,espacios al inicio o final,MAGDA MIREA SILVA ,5
DIRECTOR,espacios al inicio o final,JUAN  RAX ,5
DIRECTOR,espacios al inicio o final,LILIAN MARIBEL BOR ,5
DIRECTOR,espacios al inicio o final,CARLOS ALBERTO SARDÁ ,5
DIRECTOR,espacios al inicio o final,JORGE ALBERTO MONROY ,4
DIRECTOR,espacios al inicio o final,LUIS FERNANDO AGUILAR ,4
DIRECTOR,espacios al inicio o final,DORA GRACIELA VIELMAN ,4
DIRECTOR,espacios al inicio o final,HECTOR ARNULFO CASTELLANOS ,4
DIRECTOR,espacios al inicio o final,ADA MARLENY GUERRA ,4
DIRECTOR,espacios al inicio o final,JULIO DAVID MARROQUIN ,4
DIRECTOR,espacios al inicio o final,BLANCA ESTELA RUANO ,4
DIRECTOR,espacios al inicio o final,GLADYS HAYDEE SOLARES ,4
DIRECTOR,espacios al inicio o final,MIGUEL ANGEL MAYORGA ,4
DIRECTOR,espacios al inicio o final,IRIS MARLENY HERRERA  MARTÍNEZ ,4
DIRECTOR,espacios al inicio o final,HENRY MANRIQUE REYES ,4
DIRECTOR,espacios al inicio o final,DIEGO DANIEL DIAZ ,4
DIRECTOR,espacios al inicio o final,RUTH NOEMY ARÉVALO ,3
DIRECTOR,espacios al inicio o final,LUIS RODOLFO CARCAMO ,3
DIRECTOR,espacios al inicio o final,VICTOR MANUEL TICURU ,3
DIRECTOR,espacios al inicio o final,JULIO ROBERTO GONZÁLEZ ,3
DIRECTOR,espacios al inicio o final,GREYSI JESÚS CABRERA ,3
DIRECTOR,espacios al inicio o final,MYNOR ALBERTO SANDOVAL ,3
DIRECTOR,espacios al inicio o final,FRANCISCO VALENTIN SOZA ,3
DIRECTOR,espacios al inicio o final,JULIO ADÁN JERÉZ ,3
DIRECTOR,espacios al inicio o final,JERSON DANILO MARROQUIN ,3
DIRECTOR,espacios al inicio o final,ELIO NOÉ LÓPEZ ,3
DIRECTOR,espacios al inicio o final,OSCAR RAÚL GÓMEZ ,3
DIRECTOR,espacios al inicio o final,BLANCA ESTELA CONTRERAS ,2
DIRECTOR,espacios al inicio o final,DEIDRA ANN TAYLOR ,2
DIRECTOR,espacios al inicio o final,RENE ARMANDO MORALES ,2
DIRECTOR,espacios al inicio o final,ROSALINA  GÓMEZ ,2
DIRECTOR,espacios al inicio o final,DORA ISABEL ELÍAS ,2
DIRECTOR,espacios al inicio o final,ROLANDO  ARANA ,2
DIRECTOR,espacios al inicio o final,FRANCISCO ROLANDO CORZANTES ,2
DIRECTOR,espacios al inicio o final,TERESA MISALIA CALZADA ,2
DIRECTOR,espacios al inicio o final,GUILLERMO  CASTILLO ,2
DIRECTOR,espacios al inicio o final,OMAYRA LUCRECIA DÍAZ ,2
DIRECTOR,espacios al inicio o final,AURA GUILLERMINA PÉREZ ,2
DIRECTOR,espacios al inicio o final,LINDSAY ROCIO FERNANDEZ ,2
DIRECTOR,espacios al inicio o final,PETRONILA ELIZABETH RAMOS ,2
DIRECTOR,espacios al inicio o final,SANDRA PATRICIA REYES ,2
DIRECTOR,espacios al inicio o final,WAGNER EMILIO LÓPEZ ,2
DIRECTOR,espacios al inicio o final,JULIO  RODRIGUEZ ,2
DIRECTOR,espacios al inicio o final,ERVIN ALFREDO DÍAZ ,2
DIRECTOR,espacios al inicio o final,JORGE ANTONIO TOC ,2
DIRECTOR,espacios al inicio o final,DORA ELIZABETH DÍAZ ,2
DIRECTOR,espacios al inicio o final,ANGELICA MARÍA JACOBS ,2
DIRECTOR,espacios al inicio o final,RODOLFO  MEDINA ,2
DIRECTOR,espacios al inicio o final,HECTOR AMADO ASENCIO ,2
DIRECTOR,espacios al inicio o final,ANA ELIZABETH CHACON ,2
DIRECTOR,espacios al inicio o final,LIDIA ALICIA REDONDO ,2
DIRECTOR,espacios al inicio o final,MARÍA DEL CARMEN GÓMEZ ,2
DIRECTOR,espacios al inicio o final,GUSTAVO ADOLFO RECINOS ,1
DIRECTOR,espacios al inicio o final,MARENA ELIZABETH YAT ,1
DIRECTOR,espacios al inicio o final,ALEXANDER ANTONIO TOBAR ,1
DIRECTOR,espacios al inicio o final,VILMA YOLANDA ALVARADO ,1
DIRECTOR,espacios al inicio o final,SERGIO VALERIO ALBEÑO ,1
DIRECTOR,espacios al inicio o final,MILDRED AZUCENA PACHECO ,1
DIRECTOR,espacios al inicio o final,GLORIA ISABEL GÓMEZ ,1
DIRECTOR,espacios al inicio o final,LESBIA DINORA SÁNCHEZ ,1
DIRECTOR,espacios al inicio o final,SANDRA YANET VÁSQUEZ ,1
DIRECTOR,espacios al inicio o final,CÉSAR ENRIQUE GONZÁLEZ ,1
DIRECTOR,espacios al inicio o final,SAUL  XÍ ,1
DIRECTOR,espacios al inicio o final,ERICK OBDULIO JUÁREZ ,1
DIRECTOR,espacios al inicio o final,KATHERINE JAZMIN GREGORIO ,1
DIRECTOR,espacios al inicio o final,ROBERTO ANTONIO HERNÁNDEZ ,1
DIRECTOR,espacios al inicio o final,MANUEL DE JESÚS CRUZ ,1
DIRECTOR,espacios al inicio o final,CLARA LUZ ALVARADO ,1
DIRECTOR,espacios al inicio o final,DORCAS EUNICE MORALES ,1
DIRECTOR,espacios al inicio o final,WALTER HAROLDO MORALES ,1
DIRECTOR,espacios al inicio o final,LESTER ELEAZER RUÍZ ,1
DIRECTOR,espacios al inicio o final,ERI LAMAR ESPINOZA ,1
DIRECTOR,espacios al inicio o final,ALBERTO FELIPE YAX ,1
DIRECTOR,espacios al inicio o final,NYDIA RAQUEL CASTAÑEDA ,1
DIRECTOR,espacios al inicio o final,SILDY ZULEMA PELAEZ ,1
DIRECTOR,espacios al inicio o final,CLARA VIVI ALVAREZ ,1
DIRECTOR,espacios al inicio o final,MIRNA SUSANA CATALÁN ,1
DIRECTOR,espacios al inicio o final,OSIEL DIONICIO VIVAR ,1
DIRECTOR,espacios al inicio o final,TELMA MARISOL ORDOÑEZ ,1
DIRECTOR,espacios al inicio o final,ERIKA MARINA ORDOÑEZ ,1
DIRECTOR,espacios al inicio o final,LAURA YUBIXA MONROY ,1
DIRECTOR,espacios al inicio o final,ZONIA NINET ORELLANA ,1
DIRECTOR,espacios al inicio o final,TERESO DE JESÚS GONZALEZ ,1
DIRECTOR,espacios al inicio o final,MÉLIDA PATRICIA ESTRADA ,1
