DIRECCION,Frecuencia,Porcentaje
0  CALLE 3-25 ZONA 1,1,0.01
"SECTOR 3, MANZANA C, LOTES 11, 12 Y 13, RESIDENCIALES VILLA HERMOSA",1,0.01
"33 AVENIDA 17-83, ZONA 7, VILLA HERMOSA I",1,0.01
"24 CALLE 28-98, ZONA 7, VILLA HERMOSA II",1,0.01
"2A. CALLE 2-50, ZONA 1",1,0.01
8A. AVENIDA 6-00 ZONA 1,1,0.01
1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE,1,0.01
"1A. CALLE 1-54, ZONA 6, COLONIA LOS ALAMOS",1,0.01
"LOTE 1, MANZANA ""M"", SECTOR 9, ZONA 7, COLONIA PRADOS DE VILLA HERMOSA",1,0.01
0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL,1,0.01
5A. AVENIDA 2-35 ZONA 1,1,0.01
"7A. AVENIDA 0-80 ZONA 13, RIBERA DEL RIO",1,0.01
"6A. AVENIDA 4-25, ZONA 10, COLONIA LAS MARGARITAS",1,0.01
"CANTON CHIJACORRAL, ZONA 7",1,0.01
4A. AVENIDA OC-176 ZONA 4,1,0.01
CANTON CHIJACORRAL,1,0.01
"7A. AVENIDA 2-10 ZONA 13, RESIDENCIALES RIBERA DEL RÍO",1,0.01
"2A. CALLE 0-48 ZONA 10, CONDOMINIO LA CASTELLANA",1,0.01
3A. CALLE 0-40 ZONA 1,1,0.01
"LOTES 20 Y 21, MANZANA C, SECTOR 10, COLONIA PRADOS DE VILLA HERMOSA, ZONA 7",1,0.01
"LOTES 21, 22 Y 23, MANZANA F, SECTOR 9, COLONIA PRADOS DE VILLA HERMOSA",1,0.01
"23A. CALLE 20-00 ZONA 7, VILLA HERMOSA I CENTRO COMERCIAL PACIFIC VILLA HERMOSA",1,0.01
"14A. AVENIDA 27-25, RESIDENCIALES FUENTES DEL VALLE I, ZONA 7",1,0.01
"2A. CALLE 1-24 Y 1-32, ZONA 2",1,0.01
"0 CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHÉ",1,0.01
"0 AVENIDA A, 4-50, COLONIA LOS ÁLAMOS, ZONA 6",1,0.01
"1A. AVENIDA 6-73 ZONA 7, CANTÓN CHIJACORRAL",1,0.01
CASERO CHIJULHA 02/01/2018,1,0.01
4 AVENIDA Y 4 CALLE ZONA 6 COLONAI LOS ALAMOS SAN MIGUEL PETAPA,1,0.01
"LOTES 64, 65 Y 66 MANZANA A, SECTOR 10, PRADOS DE VILLA HERMOSA, ZONA 7",1,0.01
"LOTE 14, MANZANA L, SECTOR 4, PRADOS DE VILLA HERMOSA, ZONA 7",1,0.01
"12 AV. A  4-30, ZONA 3, BARRIO ASUNCION",1,0.01
"1A. AVENIDA 00-75 COLONIA LOS ALAMOS, ZONA 6",1,0.01
"2A. CALLE 0-48, ZONA 10, CONDOMINIO LA CASTELLANA",1,0.01
"1A. AVENIDA A, 1-25, ZONA 1",1,0.01
"SECTOR 3, MANZANA C, LOTES 11, 12 Y 13 RESIDENCIALES VILLA HERMOSA, ZONA 7",1,0.01
"LOTES 7, 8, 9, 10 Y 11, MANZANA B, SECTOR 11, ZONA 7",1,0.01
12 AVENIDA  A  4-30 ZONA 3,1,0.01
"3A. CALLE 4-51, ZONA 6, COLONIA LOS ALAMOS",1,0.01
"O CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHE",1,0.01
"29A. AVENIDA 19-50, COLONIA VILLA HERMOSA I, ZONA 7",1,0.01
"12A. AVENIDA ""A"" 4-30 ZONA 2, BARRIO ASUNCION",1,0.01
4A. AVENIDA 0 CALLE -176 ZONA 4,1,0.01
BARRIO ASUNCION,1,0.01
"22A. CALLE LOTE 57, 58 Y 59, MANZANA R, SECTOR 11, VILLA HERMOSA I, ZONA 7",1,0.01
"O CALLE  B  OC-150, ZONA 4.",1,0.01
"LOTE 51, MANZANA J, SECTOR 9, COLONIA VILLA HERMOSA I, ZONA 7",1,0.01
2DA. CALLE 5-35 ZONA 1 SAN MIGUEL PETAPA,1,0.01
2DA. CALLE 1-51 ZONA 1 SAN MIGUEL PETAPA,1,0.01
12 AV. 4-30 ZONA 3,1,0.01
BARRIO LA ASUNCION DE LA VILLA DE TACTIC,1,0.01
24 AVENIDA 15-87 ZONA 7 SECTOR 8 VILLA HERMOSA 1,1,0.01
"20 CALLE A 20-60 ZONA 7, COLONIA VILLA HERMOSA, SAN MIGUEL PETAPA",1,0.01
4A AVE. 0-35 ZONA 2,1,0.01
SECTOR 3 MANZANA N 17-22 COL. VILLAHERMOSA I SAN MIGUEL PETAPA,1,0.01
"SECTOR 3 MANZANA M LOTES 11,12 Y 13, RESIDENCIALES VILLA HERMOSA",1,0.01
1A. CALLE A 22-52 ZONA 6 COLONIA LOS ANGELES,1,0.01
"LOTE 1 MANZANA Q SECTOR 6, VILLA HERMOSA I",1,0.01
"LOTE 20, MANZANA 'P', SECTOR 3 VILLA HERMOSA I",1,0.01
12 AV.  A  4-30 ZONA 3,1,0.01
TAMAHU,1,0.01
"BARRIO EL CENTRO, TAMAHU",1,0.01
"LOTE NO. 42, CASERIO NUEVA ESPERANZA",1,0.01
"MANZANA L, LOTE 9, SECTOR 4, VILLA HERMOSA I",1,0.01
29 AV. 19-50 ZONA 7 VILLA HERMOSA I,1,0.01
33 CALLE 21-20 COLONIA SANTA ELISA,1,0.01
MANZANA L LOTE 9 SECTOR 4 VILLA HERMOSA I ZONA 7,1,0.01
CASERÍO NUEVA ESPERANZA,1,0.01
LOTE 4 MANZANA A SECTOR 2 VILLAHERMOSA II,1,0.01
0 CALLE 4-12 ZONA 2,1,0.01
"LOTE NO. 42, CASERÍO NUEVA ESPERANZA",1,0.01
"LOTE 57, MANZANA 'A' SECTOR 9, PRADOS DE VILLA HERMOSA",1,0.01
"LOTE 1, MANZANA  M  SECTOR 9, PRADOS DE VILLA HERMOSA",1,0.01
"33 AVENIDA 17-83, VILLA HERMOSA I ZONA 7",1,0.01
CALLE REAL 19-90 ZONA 10,1,0.01
2A. CALLE 3-18 ZONA 2,1,0.01
0 CALLE 7-74 ZONA 2,1,0.01
"SECTOR 3 MANZAN C, LOTE 11, 12 Y 13 RESIDENCIALES VILLA HERMOSA",1,0.01
"LOTE 9, MANZANA  A  SECTOR 6, PRADOS DE VILLA HERMOSA",1,0.01
6A AVE. A 10-59 ZONA 1,1,0.01
2A CALLE 7-32 ZONA 1,1,0.01
2A CALLE 7-32 INTERIO ZONA 1,1,0.01
10A AVE. 10-00 ZONA 1,1,0.01
ALDEA NUEVO VINAROZ,1,0.01
10 AVE 10-00 ZONA 1,1,0.01
4A AVE. 1-30 ZONA 1,1,0.01
EL TERRERO ZONA 4,1,0.01
6 AVENIDAENTRADA PRINCIPAL AL PROYECTO SAN JOSE ZONA 8,1,0.01
CANTON LA PLAYA,1,0.01
6A AVENIDA 9-17 ZONA 1,1,0.01
CALLE PRINCIPAL TELEMAN,1,0.01
9º. CALLEJÓN ¿B¿ 12-94 ZONA 4 SECTOR LOS OLIVOS ¿EL TERRERO¿,1,0.01
"BARRIO EL CENTRO, ALDEA TELEMÁN",1,0.01
4 AVENIDA 1-30 ZONA 1,1,0.01
"5A. CALLE 3-28 ZONA 2, BARRIO MINERVA",1,0.01
"BARRIO LA ESCUELA, TELEMAN",1,0.01
"INSTALACIONES DEL INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA, ALDEA TELEMAN",1,0.01
ALDEA CANLUN I,1,0.01
4A AVENIDA 1-30 ZONA 1 DE LA CIUDAD,1,0.01
SECTOR BRASILIA ZONA 7,1,0.01
BARRIO EL MAU,1,0.01
COLONIA 30 DE MAYO,1,0.01
2A. AV. 1-115 ZONA 3,1,0.01
COMUNIDAD LA MONTAÑESA,1,0.01
COOPERATIVA CHIREAJ,1,0.01
COOPERATIVA SANTA MARIA SAN MARCOS,1,0.01
------,1,0.01
COOPERATIVA ACTELA,1,0.01
11 AVENIDA A 11-45 ZONA 8,1,0.01
ALDEA YALIJUX,1,0.01
"2A. CALLE FINAL 3-37 COLONIA ALVARADO, ZONA 5",1,0.01
COOPERATIVA SEMARAC I,1,0.01
"7A.  AVENIDA 6-55, ZONA 1",1,0.01
SENAHÚ,1,0.01
3A. CALLE FINAL ZACULEU CENTRAL ZONA 9,1,0.01
"7A. CALLE 12-75, ZONA 5, COLONIA LA HONDONADA HUEHUETENANGO",1,0.01
BARRIO SAN VICENTE,1,0.01
"3A. CALLE ""A"" 3-68 ZONA 4, BARRIO BELLA VISTA",1,0.01
8A. AVENIDA 4-47,1,0.01
"DIAGONAL 2 10-73, ZONA 2",1,0.01
"5A. CALLE  11-66, ZONA 1",1,0.01
"5A. CALLE 11-65, ZONA 1",1,0.01
"7MA. CALLE 12-75, ZONA 5, COLONIA LA HONDONADA",1,0.01
"4TA. CALLE 2-66. ZONA 9, ZACULEU CENTRAL",1,0.01
5A. AVENIDA FINAL ZONA 6,1,0.01
LA JOYA ZONA 4,1,0.01
SEGUNDO CARRIZAL ZONA 3,1,0.01
"3A. CALLE FINAL, ZACULEU CENTRAL, ZONA 9",1,0.01
"6A. AVENIDA ""C"" 8-30 ZONA 1, COLONIA MAKEPEACE",1,0.01
"7A. CALLE 6-52, ZONA 1",1,0.01
9º. CALLEJÓN B 12-94 ZONA 4 SECTOR LOS OLIVOS EL TERRERO,1,0.01
"CALZADA KAIBIL BALAM, CANTÓN SAN JOSÉ, ZONA 5",1,0.01
ALDEA CAQUIGUAL,1,0.01
2A. CALLE 7-32 ZONA 1,1,0.01
"4A. AVENIDA Y 4A. CALLE, ZACULEU CENTRAL ZONA 9",1,0.01
1RA. CALLE ZONA 8 HUEHUETENANGO,1,0.01
"7A. CALLE 6-52 ""A"", ZONA 1",1,0.01
"6A. AVENIDA ""A"" 9-17, ZONA 1",1,0.01
"7A. AVENIDA ""B"" 1-26 ZONA 1",1,0.01
"ALDEA TOJOTZALÉ, PUENTE ARROYO",1,0.01
"DIAGONAL 2 10-73 ZONA 2, BARRIO SAN PABLO",1,0.01
3ERA. CALLE FINAL ZONA 8,1,0.01
ALDEA CHIQUIXJI,1,0.01
"2A. AVENIDA A 1-15, ZONA 3",1,0.01
5ª. AVENIDA ¿A¿ 5-80 ZONA 1,1,0.01
"2DA. AV. ""A"" 1-15, ZONA 3, EL CALVARIO",1,0.01
3. AVENIDA FINAL ZONA 3,1,0.01
1A. CALLE ZONA 3 EL CALVARIO,1,0.01
ALDEA SACRAB,1,0.01
5A. AVENIDA 9-98 ZONA 7 SECTOR BRASILIA,1,0.01
16A. AVENIDA 9-64 ZONA 4 EL TERRERO,1,0.01
ALDEA SUCULQUE,1,0.01
"SECTOR LOS OLIVOS, ZONA 4 02/01/2023",1,0.01
"9º. CALLEJÓN ""B"" 12-94, ZONA 4, SECTOR LOS OLIVOS ""EL TERRERO""",1,0.01
"2A. AVENIDA 1-115, ZONA 3",1,0.01
"3A. CALLE FINAL, EL CALVARIO ZONA 3",1,0.01
"5A AVENIDA ""A"" 5-80 ZONA 1",1,0.01
"2A. CALLE 3-24 ZONA 7, COLONIA SANTO DOMINGO",1,0.01
1A. CALLE 7-77 ZONA 8,1,0.01
2A AVENIDA 4-04 ZONA 3,1,0.01
5A. CALLE 3-28 ZONA 2,1,0.01
5A. AVENIDA 1-25 ZONA 8,1,0.01
3A AVENIDA 1-40 ZONA 3,1,0.01
"RESIDENCIALES RAXPEC, SECTOR CHAJUCH LOTE NÚMERO 17",1,0.01
6TA. AVENIDA COLONIA MAKEPEACE ZONA 1,1,0.01
ALDEA COJAJ,1,0.01
"9O. CALLEJÓN ""B"" 12-94 ZONA 4 SECTOR LOS OLIVOS ""EL TERRERO""",1,0.01
"2A. AVENIDA ""A"" 1-36 ZONA 3, EL CALVARIO",1,0.01
"11. AVENIDA ""A"" 1-45 CORRAL CHIQUITO ZONA 8",1,0.01
CANTÓN LA LAGUNA ALDEA CHINACÁ,1,0.01
"5A. CALLE 5-47 ZONA 1, HUEHUETENANGO",1,0.01
"5A. CALLE 5-47, ZONA 1",1,0.01
ALDEA CHACALTE,1,0.01
"5A. CALLE Y 9A. AVENIDA, INTERIOR DE LA ZONA 1",1,0.01
ALDEA XICACAO,1,0.01
3AV. 1-140 ZONA 3,1,0.01
5A. CALLE 11-65 ZONA 1,1,0.01
2A. CALLE 7-32 INTERIOR ZONA 1,1,0.01
4A.CALLE 8-80 ZONA 4,1,0.01
6A. AVENIDA  A  10-59 ZONA 1,1,0.01
"COLONIA CHIBUJBU, 2A. CALLE FINAL ZONA 5",1,0.01
LAS LAGUNAS ZONA 9,1,0.01
4TA. CALLE FINAL ZONA 1,1,0.01
3A. CALLE Y 4A. AVENIDA ZONA 9 ALDEA ZACULEU CENTRAL,1,0.01
"7MA. CALLE 12-75, ZONA 5 COLONIA LA HONDONADA HUEHUETENANGO",1,0.01
4A CALLE 8-80 ZONA 4.,1,0.01
5A. CALLE 1ER ACCESO 5-75 ZONA 5,1,0.01
6A. AV. C 8A. CALLE 8-30 COL. MAKEPEACE ZONA 1,1,0.01
"12 CALLE 1-50, ZONA 5 COLONIA LOS ENCINOS",1,0.01
"9A. CALLE ""A""  13-21, ZONA 5",1,0.01
"4A. AVENIDA 0-49 ZONA 5, COLONIA ALVARADO",1,0.01
LO DE HERNANDEZ ZONA 7,1,0.01
4TA. AV. 0-49 ZONA 5 COLONIA ALVARADO,1,0.01
"8A. CALLE  A  10-82 ZONA 1 7MA. CALLE 12-75, ZONA 5, COLONIA LA HONDONADA",1,0.01
2A. CALLE 8-79 COLONIA LO DE HERNANDEZ ZONA 7,1,0.01
1A. CALLE 0-34 ZONA 1,1,0.01
5A. AVE. 7-147 ZONA 1 C,1,0.01
3AV. FINAL ZONA 3,1,0.01
5A. CALLE  11-66 ZONA 1,1,0.01
"9A. AVENIDA 0-36 INTERIOR III, CANTON SAN SEBASTIAN ZONA 4",1,0.01
4TA. AV. 0-49 COLONIA ALVARADO ZONA 5,1,0.01
5AV. 7-147 ZONA 1,1,0.01
2A. CALLE 11-76 ZONA 4,1,0.01
SAN PEDRO CARCHA,1,0.01
5A. CALLE 7-86 ZONA 1,1,0.01
SEGUNDA CALLE ZONA SIETE LO DE HERNANDEZ,1,0.01
13 CALLE 2-20 COLONIA LOS ENCINOS ZONA 5 OFICINAS 205,1,0.01
"6TA. CALLE 3ERA. AVENIDA, ZONA 2",1,0.01
"2A. CALLE 6-49, ZONA 1",1,0.01
3A. CALLE 6-45 ZONA 5,1,0.01
ALDEA CHUSCAJ,1,0.01
ALDEA SEJALAL,1,0.01
"CANTON LOS PLANES DEL CORDERO, ALDEA LA CAPELLANIA",1,0.01
ALDEA TANCHI,1,0.01
ALDEA POCOLA,1,0.01
ALDEA CHICOJL,1,0.01
"EOU PARA NIÑAS 5A. AVENIDA 4-13, ZONA 1",1,0.01
5TA. AVENDIA 4-13 ZONA 1,1,0.01
ALDEA CHIYO,1,0.01
ALDEA SAN VICENTE CHICATAL,1,0.01
"ALDEA CHUSCAJ, ZONA 4 CHIANTLA",1,0.01
ALDEA SEQUIXQUIB,1,0.01
5A. AVENIDA 4-13 ZONA 1,1,0.01
CANTÓN NUEVA ESPERANZA ALDEA RÍO ESCONDIDO,1,0.01
CANTÓN PARROQUIA ZONA 1,1,0.01
ALDEA CHELAC,1,0.01
11 AV. 8-25 ZONA 3,1,0.01
ALDEA CHITOC,1,0.01
ALDEA TAJUMULCO,1,0.01
ALDEA XEPON GRANDE,1,0.01
"CALZADA FÉLIX CALDERÓN AVILA 0-15, ZONA 6,  BARRIO LA COMUNIDAD",1,0.01
ALDEA XEPON CHIQUITO,1,0.01
XEPON CHIQUITO,1,0.01
"CALZADA FÉLIX CALDERÓN AVILA 0-15, ZONA 6 BARRIO LA COMUNIDAD",1,0.01
BARRIO SAN JOAQUÍN,1,0.01
"1A. CALLE 2-50, ZONA 8",1,0.01
"CASERÍO TOJOCHÁN, ALDEA PUCAL",1,0.01
CABECERA MUNICIPAL DE MALACATANCITO MALACATANCITO,1,0.01
BARRIO EL CERRO,1,0.01
ALDEA YERBA BUENA ALTA,1,0.01
"CASERÍO EL CARRIZAL, ALDEA EL TRIUNFO",1,0.01
ALDEA POSONICAPA CHIQUITO,1,0.01
CASERÍO LA CRUZ REGIONAL,1,0.01
6A. CALLE 6-85 ZONA 2,1,0.01
16/10/2021,1,0.01
CALLE LA PAZ,1,0.01
ALDEA AGUA DULCE,1,0.01
NENTON,1,0.01
"COLONIA NUEVA ESPERANZA, CHACULÁ",1,0.01
ALDEA RIO OCHO,1,0.01
ALDEA EL TZALAY,1,0.01
ALDEA HUIXOC,1,0.01
ALDEA MICHICOY,1,0.01
"SAN PEDRO NECTA, HUEHUETENANGO",1,0.01
3A. CALLE 4-55 ZONA 5,1,0.01
KILOMETRO 218.5 SEDE REGIONAL UNIVERSIDAD RAFAEL LANDIVAR,1,0.01
"CANTON EL LLANO, ZONA 5",1,0.01
"0 CALLE 5-98, ZONA 4",1,0.01
ALDE EL LIMONAR,1,0.01
0 AVENIDA 1A. CALLE NO. 002 ZONA 4 BARRIO SANTO DOMINGO,1,0.01
0 AVENIDA 1A CALLE NO. 002 ZONA 4 BARRIO SANTO DOMINGO,1,0.01
"2A. AVENIDA 7-66 ZONA DOS, BARRIO SANTA ANA ORIENTAL",1,0.01
ALDEA EL LIMONAR,1,0.01
1ERA. CALLE 0-02 ZONA 4,1,0.01
ALDEA BUXUP,1,0.01
"2A. CALLE 6-41, ZONA 4",1,0.01
"CANTÓN PARROQUIA, ALDEA TZISBAJ",1,0.01
ALDEA SAN MARCOS HUISTA,1,0.01
"ZONA 1, CANTÓN PARROQUIA",1,0.01
CANTON SAN SEBASTIAN,1,0.01
JACALTENANGO,1,0.01
CANTON LLANO,1,0.01
ALDEA SAQUIJA,1,0.01
6A. CALLE ZONA 3,1,0.01
"BARRIO EL CARMEN, ZONA 2",1,0.01
BARRIO ESQUIPULAS ZONA 6,1,0.01
COLONIA BELÉN,1,0.01
BARRIO EL CENTRO SAN PEDRO SOLOMA,1,0.01
BARRIO EL CARMEN,1,0.01
ALDEA CHINAMA,1,0.01
"CASERÍO CHEJOJ, ALDEA VEGA DE SAN MIGUEL",1,0.01
"CASERÍO EL PLATANAR, ALDEA CASACA",1,0.01
"CANTÓN EL CAMPAMENTO, ALDEA CASACA",1,0.01
SAN ILDEFONSO,1,0.01
ALDEA CHICOL,1,0.01
ALDEA TOJCHIGUEL,1,0.01
ALDEA EL CHALUM,1,0.01
NUEVA COLONIA,1,0.01
"CABECERA MUNICIPAL, LA LIBERTAD",1,0.01
LA LIBERTAD,1,0.01
CABECERA,1,0.01
ALDEA PINARES,1,0.01
SANTA MARIA CAHABON,1,0.01
ALDEA BELÉN,1,0.01
ALDEA TUILA,1,0.01
ALDEA LA MESILLA,1,0.01
"8A. CALLE 1-35, ZONA 2",1,0.01
"CALLE SAMUEL HERNANDEZ,ALDEA LA MESILLA",1,0.01
CANTON EL CALVARIO,1,0.01
CALLE REAL EL CEMENTERIO,1,0.01
CALLE REAL DEL CEMENTERIO,1,0.01
CASERÍO TAQUINCO LA ESPERANZA,1,0.01
CALLE REAL CEMENTERIO,1,0.01
ALDEA SAN MARTÍN CUCHUMATÁN ALDEA SAN MARTÍN CUCHUMATÁN,1,0.01
CANTÓN EL BOSQUE,1,0.01
CANTON VISTA HERMOSA,1,0.01
"CENTRO POLIFUNCIONAL, CANTÓN VISTA HERMOSA",1,0.01
COLONIA SECAMPANA,1,0.01
"CANTÓN VISTA HERMOSA SANTA EULALIA, HUEHUETENANGO",1,0.01
ALDEA COCOLA GRANDE,1,0.01
ALDEA SEPOC,1,0.01
CABECERA MUNICIPAL SANTA EULALIA,1,0.01
CANTÓN CENTRO,1,0.01
VISTA HERMOSA,1,0.01
PARCELA NO. 1 COMUNIDAD SAN SIMON NO. II,1,0.01
"CABECERA MUNICIPAL, SANTA EULALIA",1,0.01
ALDEA PETT,1,0.01
"SANTA EULALIA, HUEHUETENANGO",1,0.01
ALDEA POJOM SAN MATEO IXTATÁN,1,0.01
ALDEA SAMOCOCH,1,0.01
CANTÓN CHAKCHAKK´EN,1,0.01
ALDEA YALANHUITZ,1,0.01
CANTÓN YUNECHONHAB,1,0.01
ALDEA BULEJ,1,0.01
ALDEA TZUNUNCAP,1,0.01
CANTÓN YAWA,1,0.01
SAN MATEO IXTATAN,1,0.01
COMUNIDAD SAN SIMON II,1,0.01
CHISEC,1,0.01
"CASERÍO TZIMINAS, ALDEA TZABAL",1,0.01
"SAN SEBASTIAN, HUEHUETENANGO",1,0.01
ALDEA CANLECH,1,0.01
ALDEA SANTIAGO PETATAN,1,0.01
BARRIO CONCEPCION ALDEA RAXRUHA,1,0.01
ALDEA SANTIAGO PETZATAN,1,0.01
CANTON MENDEZ,1,0.01
CANTON COJCAN,1,0.01
BARRIO SANTA MARIA ALDEA RAXRUHA,1,0.01
LOTES 682-678 1A. CALLE 10AV. ZONA 1 BARRIO NAZARETH 03/11/2017,1,0.01
CANTÓN NORTE,1,0.01
CABECERA MUNICIPAL SAN ANTONIO HUISTA,1,0.01
CASERÍO SANTA MARÍA CHICOC,1,0.01
CANTÓN RECREO,1,0.01
"CABECERA MUNICIPAL, SAN ANTONIO HUISTA",1,0.01
SAN ANTONIO HUISTA,1,0.01
SAN SEBASTIAN COATAN,1,0.01
CABECERA MUNICIPAL SAN PEDRO SOLOMA,1,0.01
SAN SEBASTIÁN COATÁN,1,0.01
ALDEA SAN JOSÉ PUEBLO NUEVO,1,0.01
CABECERA MUNICIPAL SAN SEBASTIÁN COATÁN,1,0.01
"CASERÍO MECLOL, ALDEA QUIQUILUM",1,0.01
ALDEA PALESTINA LA UNION,1,0.01
ALDEA SAN JUAN LA CEIBA,1,0.01
ALDEA NUEVA GENERACION MAYA,1,0.01
SANTA CRUZ BARILLAS,1,0.01
ALDEA NUEVA UNION MAYA,1,0.01
ALDEA EL JORDÁN SANTA CRUZ BARILLAS,1,0.01
ALDEA SAN FRANCISCO MOMONLAC,1,0.01
"5A.  CALLE 5-75, ZONA 1 02/01/202",1,0.01
"5A.  CALLE 5-75, ZONA 1",1,0.01
ALDEA YULCONOP,1,0.01
"ALDEA CHANCOLÍN, CASERÍO LAS VICTORIAS",1,0.01
"2A.  CALLE 6-35, ZONA 6",1,0.01
0 AVENIDA 1-54 ZONA 4,1,0.01
CASERÍO CHAQUIROQUIJA,1,0.01
CASERÍO SETAL,1,0.01
"1A. AVENIDA 01-21, ZONA 1",1,0.01
CASERÍO SANTA ELENA,1,0.01
ALDEA EL QUETZAL,1,0.01
ALDEA SAN RAMÓN GRANDE,1,0.01
ALDEA NUCÁ,1,0.01
CASERÍO SEBOLITO,1,0.01
CASERÍO SANTA CECILIA,1,0.01
2A. CALLE 0-27 ZONA 1 BARILLAS,1,0.01
ALDEA SAN AGUSTÍN,1,0.01
BARRIO EL CENTRO SAN FERNANDO,1,0.01
3A. CALLE 7-42 ZONA 1,1,0.01
ALDEA SAN AGUSTIN CHAHAL VIEJO,1,0.01
CALLE DEL CAMPO LOTE 287 BARRIO EL CENTRO,1,0.01
"3A. AVENIDA 3-01, ZONA 1",1,0.01
5A. AVENIDA 6-91 ZONA 1,1,0.01
CABECERA MUNICIPAL AGUACATAN,1,0.01
7A. AVENIDA 3-40 ZONA 1,1,0.01
"ALDEA PATZALAM, CASERÍO AGUA BLANCA",1,0.01
"4TA. CALLE 3-35, ZONA 3",1,0.01
"4A. CALLE 3-35, ZONA 3",1,0.01
"4A.  CALLE 3-35, ZONA 3 AGUACATÁN",1,0.01
AGUACATAN,1,0.01
4TA. CALLE 3-35 ZONA 3,1,0.01
3A. AVENIDA 3-01 ZONA 1,1,0.01
CANTÓN LAS PIEDRAS,1,0.01
SANTIAGO CHIMALTENANGO,1,0.01
CANTON BUENOS AIRES,1,0.01
UNION CANTINIL,1,0.01
ALDEA BOLONCO,1,0.01
CENTRO URBANO UNO,1,0.01
ALDEA TAJUMUCO ALDEA,1,0.01
CALLE PRINCIPAL DEL BARRIO EL CENTRO,1,0.01
9A AV ENTRE 14 Y 17 CALLES,1,0.01
14 CALLE Y 11 AVENIDA,1,0.01
1RA. CALLE 13-18 ZONA 2,1,0.01
ANTIGUA CASA CAMPESINA INTA ZONA 2,1,0.01
"ZONA 0, CALZADA ISRAEL 1",1,0.01
"COL. BANVI I CASA #48, TO. TOMAS DE CASTILLA",1,0.01
7A. CALLE 9A. AVENIDA,1,0.01
"COLONIA 15 ABRIL, ALDEA SANTO TOMAS DE CASTILLA",1,0.01
15 CALLE ENTRE 7A. Y 8A. AVENIDA,1,0.01
ALDEA SECHACTI,1,0.01
COMUNIDAD VISTA HERMOSA,1,0.01
ALDEA ARENAL II,1,0.01
ALDEA PLACA NO. 1,1,0.01
ALDEA CHINACOBEHA,1,0.01
COLONIA SAN MANUEL,1,0.01
COLONIA MARIA LUISA I,1,0.01
ALDEA CHAJMAIC,1,0.01
ALDEA SAN BENITO CALLE II,1,0.01
1A. CALLE 13-18 ZONA 2 FRAY BARTOLOME DE LAS CASAS,1,0.01
BARRIO MAGISTERIO,1,0.01
"BARRIO EL CALVARIO, ZONA 5",1,0.01
ALDEA JOLOMIJIXITO III,1,0.01
12 AV. 10 Y 11 CALLE,1,0.01
ALDEA LA PLACA NO. 1,1,0.01
INTERIOR CENTRO DE REHABILITACION,1,0.01
"ZONA 8, BARRIO EL RECREO",1,0.01
"COLONIA SAN AGUSTIN, DE SANTO TOMAS DE CASTILLA",1,0.01
SANTA CATALINA LA TINTA,1,0.01
BARRIO CAMPO NUEVO ZONA 2,1,0.01
SEGUNDO CALLEJON DE LA COLONIA EL MIRADOR,1,0.01
13 AV. ENTRE 14 Y 15 CALLES,1,0.01
BARRIO CAMPO NUEVO,1,0.01
(INTERIOR DEL TEMPLO DE LA IGLESIA DEL NAZARENO) CALZADA JUSTO RUFINO BARRIOS FRENTE AL CRUCE DE LA PENITENCIARIA,1,0.01
ZONA URBANIZADA PUERTO SANTO TOMAS DE CASTILLA,1,0.01
"BARRIO EL HOSPITAL, ZONA 1",1,0.01
ALDEA SALAC I,1,0.01
COLONIA PIEDRAS NEGRAS,1,0.01
BARRIO EL CENTRO ZONA 1,1,0.01
SANTO TOMAS DE CASTILLA,1,0.01
ALDEA SAN JOSE EL TESORO,1,0.01
"3A. CALLE 15A. AVENIDA, COLONIA LAS FLORES, SANTO TOMAS DE CASTILLA",1,0.01
RAXRUHÁ,1,0.01
"COLONIA SAN CRISTOBAL, ENTRE RIOS, PUERTO BARRIOS",1,0.01
9A. AVENIDA 6-67 ZONA 1,1,0.01
"13 AVENIDA 7-41, ZONA 2, BARRIO HACIENDA DE LA VIRGEN",1,0.01
4A. AVENIDA 12-13 CALLES,1,0.01
21 CALLE 5A. Y 6A. AVENIDAS,1,0.01
"5A. AVENIDA 6-35, ZONA 1, BARRIO AGUA CALIENTE",1,0.01
"RUTA 4, ZONA 5 BARRIO SANTA ELENA",1,0.01
"RUTA 4, 12-68 ZONA 5, BARRIO SANTA ELENA",1,0.01
"CASERIO COLINA II, ALDEA SANTO TOMAS DE CASTILLA",1,0.01
"RUTA 4, 12-68 ZONA 5 BARRIO SANTA ELENA",1,0.01
"3A. CALLE Y 15 AVENIDA, COLONIA LAS FLORES, SANTO TOMAS DE CASTILLA",1,0.01
11 CALLE ENTRE 10 Y 11 AVENIDAS,1,0.01
"SECTOR LAS TEJERAS, BARRIO EL CALVARIO",1,0.01
"4A, CALLE 15 AVENIDA, COLONIA SAN AGUSTIN, ALDEA SANTO TOMAS DE CASTILLA",1,0.01
21 AVENIDA  ENTRE 17-18 CALLE,1,0.01
ALDEA EL TEMPISQUE,1,0.01
"2A. CALLE, ZONA 1",1,0.01
