CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
15-08-1575-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO XOMBAL,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1576-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,COMUNIDAD CHANTEL CHICOY,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1577-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,COMUNIDAD JALAUTE CEMENTERIO,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1590-45,,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA MOCOHAN,,,,BASICO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1591-45,,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CENTRO DE CAPACITACION FINCA NUEVE AGUAS ALDEA SANTA RITA PANZAL,,,,BASICO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1595-42,15-08-0919,BAJA VERAPAZ,PURULHA,EODP ANEXA EORM,CASERIO RIBACO,46150618,FELIX ISAAC PAAU TORRES,BRENDA ELIZABETH BARRIENTOS PALENCIA,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1596-41,15-08-0919,BAJA VERAPAZ,PURULHA,COPB ANEXO EORM,CASERÍO CENTRO PANCHISIVIC,53167291,FELIX ISAAC PAAU TORRES,ABELARDO  JUC IXIM,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1597-45,,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA PANZAL,,,,BASICO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1598-41,15-022,BAJA VERAPAZ,PURULHA,COPB ANEXO EORM,CASERIO EL MEZCAL,,JOEL ESTUARDO CAP LOPEZ,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1599-43,15-08-0918,BAJA VERAPAZ,PURULHA,EORM,CASERIO EL MEZCAL,56305994,CELESTINO CAHUEC CHÚN,CARMEN AZUCENA GARCÍA DÁVILA,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1600-42,,BAJA VERAPAZ,PURULHA,EODP ANEXA EORM,ALDEA PEÑA DEL ANGEL PURULHA B.V.,,,,PARVULOS,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1613-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO ESQUIPULAS,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1614-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO BODEGA Y PLANES DE SAN GERONIMO,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1626-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,COMUNIDAD JALAUTE CEMENTERIO,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,IRREGULAR,BAJA VERAPAZ
15-08-1628-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EBEN EZER,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1629-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,ALDEA CHACALTE SINAJA,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1630-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO COOPERATIVA CUMBRE SACSAMANI,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1631-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CHANTEL CHICOY,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1632-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO VEGA LARGA I,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1634-41,,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO BETANIA,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1641-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EL CHORRO,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1660-42,15-08-0918,BAJA VERAPAZ,PURULHA,EODP,ALDEA MOCOHAN,46896632,CELESTINO CAHUEC CHÚN,HERCILIA  CAN CHÓ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1683-42,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO BETANIA,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1704-41,15-025,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,COMUNIDAD LA HELVETIA,,FELIX ISAAC PAAU TORRES,ROBERTO  CUC,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1714-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO LA CUMBRE CIVIJA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1716-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO NUEVA ESPERANZA ALDEA MONTE BLANCO II,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1718-41,,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO XOMBAL,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1719-41,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,ALDEA MONTE BLANCO I,,PROYECTO SERVIEDUCA,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1725-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,COMUNIDAD WASHINTON,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1726-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO MOXANTE CRUZ DE PIEDRA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1727-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,COMUNIDAD DE PAMPA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1729-41,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CHEJEL,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1730-41,24-020,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CRUCERO WESTFALIA,,AGUSTIN JOSE MARIA VEGA (ISE  S.E. VALLE VERAPAZ),,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1734-41,,BAJA VERAPAZ,PURULHA,EDAC PRONADE ANEXA,CASERIO CUCHILLA DEL NOGAL,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1765-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO MONJAS PANIMAQUITO,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1770-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO CHEJEL,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1771-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO EL REPOLLAL,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1772-42,26-019,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO ESPERANZA WESTFALIA,,PROYECTO PREDIN,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1773-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO ESQUIPULAS LA PINADA,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1774-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO MULULHA,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1775-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO PARRACHOCH II,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1776-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO PORTEZUELO,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1777-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,COMUNIDAD EL CARMEN,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1778-42,26-019,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,COMUNIDAD PAMPA,,PROYECTO PREDIN,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1779-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,COMUNIDAD SAN JOSE PANCAJOC,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1784-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE ANEXA,CASERIO SUQUINAY II,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1796-43,15-025,BAJA VERAPAZ,PURULHA,EORM,CASERIO PAMPACAY,,FELIX ISAAC PAAU TORRES,,PRIMARIA,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1797-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO TIERRA BLANCA JALAUTE HACIENDA II,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1798-43,15-022,BAJA VERAPAZ,PURULHA,EORM,CASERIO SAN ANTONIO LIQUIDAMBAR,,JOEL ESTUARDO CAP LOPEZ,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1799-43,15-022,BAJA VERAPAZ,PURULHA,EORM,COMUNIDAD VELLA VISTA SACHUT,,JOEL ESTUARDO CAP LOPEZ,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1800-43,15-021,BAJA VERAPAZ,PURULHA,EORM,CASERIO CERRO DE LA CRUZ,,PEDRO ARMANDO CASTRO CHOCO,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1801-43,15-08-0918,BAJA VERAPAZ,PURULHA,EORM,CASERÍO RINCÓN DEL SUQUINAY,38840182,CELESTINO CAHUEC CHÚN,KAREN ROXANA MAC MEJIA,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1802-41,15-08-0918,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,CASERÍO RINCÓN DEL SUQUINAY,,CELESTINO CAHUEC CHÚN,RUANDY ALEXANDER CHÓN SIS,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1803-41,15-08-0919,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,ALDEA JALAUTÉ,42773091,FELIX ISAAC PAAU TORRES,WENDY MARIBEL FÉLIX DÍAZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1838-43,24-021,BAJA VERAPAZ,PURULHA,EDAB,COMUNIDAD HELVETIA,,DOMINGO BOTZOC MAAS,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1839-43,24-021,BAJA VERAPAZ,PURULHA,EDAB,COMUNIDAD TIXILA,,DOMINGO BOTZOC MAAS,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1865-41,15-021,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,CASERIO CERRO DE LA CRUZ,,PEDRO ARMANDO CASTRO CHOCO,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1866-42,26-010,BAJA VERAPAZ,PURULHA,EDAC PRONADE ANEXA,CASERIO PANCALA,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1867-43,15-08-0920,BAJA VERAPAZ,PURULHA,EORM,CASERIO SAN ANTONIO LA PINADA,45186845,GUILLERMO GAUDENCIO GARCIA AC,JACINTO  ICAL XOL,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1868-43,,BAJA VERAPAZ,PURULHA,EORM,COMUNIDAD LA CUCHILLA JALANTE,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1869-43,15-021,BAJA VERAPAZ,PURULHA,EORM,CASERIO CUMBRE EL CARPINTERO,,PEDRO ARMANDO CASTRO CHOCO,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1870-43,15-022,BAJA VERAPAZ,PURULHA,EORM,CASERIO MOJON PANIMA,,JOEL ESTUARDO CAP LOPEZ,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1871-43,15-022,BAJA VERAPAZ,PURULHA,EORM,CASERIO LAS FLORES CONCEPCION,,JOEL ESTUARDO CAP LOPEZ,,PRIMARIA,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1872-43,15-022,BAJA VERAPAZ,PURULHA,EORM,CASERIO PARAISO PAMPA,,JOEL ESTUARDO CAP LOPEZ,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1896-41,26-019,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO PAMPACAY,,PROYECTO PREDIN,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1897-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO PAMPACAY,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1898-41,26-019,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO SAN ANTONIO LIQUIDAMBAR,,PROYECTO PREDIN,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1899-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO SAN ANTONIO LIQUIDAMBAR,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1900-41,26-019,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO CERRO DE LA CRUZ,,PROYECTO PREDIN,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1901-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CERRO DE LA CRUZ,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1902-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO LA CAOBA -PANCHISIVIC,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1903-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,ALDEA MONJON PANIMA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1904-41,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO NUEVO PROGRESO PANCHISIVIC,,PROYECTO SERVIEDUCA,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1905-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO NUEVO PROGRESO PANCHISIVIC,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1906-41,26-019,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO EL PARAISO PAMPA,,PROYECTO PREDIN,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1907-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EL PARAISO PAMPA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1908-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO SAN ALFREDO,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1909-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO NUEVA SAN RAFAEL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1910-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO BELLA VISTA SA CHUT,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1911-41,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO EL ROSARIO PANZAL,,PROYECTO SERVIEDUCA,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1912-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EL ROSARIO PANZAL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1913-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO RINCON EL QUETZAL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1914-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO LA HAMACA PANCHICIVIC,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1915-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO SAN PABLO LA LINEA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1931-41,24-020,BAJA VERAPAZ,PURULHA,EDAC PRONADE ANEXA,CASERIO LA NUEVA ESPERANZA MONTE BLANCO II,,AGUSTIN JOSE MARIA VEGA (ISE  S.E. VALLE VERAPAZ),,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1936-43,24-021,BAJA VERAPAZ,PURULHA,EDAB,CASERIO CORTES LA CUCHILLA,,DOMINGO BOTZOC MAAS,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1953-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,ALDEA VEGA LARGA II,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1954-43,15-08-0920,BAJA VERAPAZ,PURULHA,EORM,CASERIO MOCOHÁN SECTOR II,44950569,GUILLERMO GAUDENCIO GARCIA AC,MARIO  CO BEB,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
